merchant,category,amt,gender,city,state,zip,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud
"fraud_O'Connell, Botsford and Hand",home,63.92,M,Turner,MT,59542,48.8328,-108.3961,192,Further education lecturer,4/1/1964,48.593996,-109.34164,0
fraud_Kihn Inc,shopping_pos,3.93,F,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,5/6/1991,44.838244,-73.999716,0
fraud_Bode-Schuster,kids_pets,49.07,M,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,16/10/1941,37.234253,-80.919841,0
fraud_O'Keefe-Wisoky,food_dining,9.44,F,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",19/03/1962,31.58089,-100.124515,0
fraud_Thiel-Thiel,entertainment,67.9,M,Smock,PA,15480,39.9961,-79.7678,1946,Charity fundraiser,21/06/1990,39.405308,-80.276368,0
fraud_Conroy-Emard,food_dining,2.89,M,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,25/05/1995,42.771404,-86.007649,0
fraud_Kutch-Ferry,home,124.66,F,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,17/02/1986,42.945526,-108.530901,0
fraud_Donnelly LLC,entertainment,147.98,F,Dayton,OH,45415,39.8355,-84.2613,479994,Environmental manager,9/11/1970,39.990538,-83.772467,0
"fraud_Swaniawski, Nitzsche and Welch",health_fitness,12.32,M,Lepanto,AR,72354,35.6069,-90.3359,2470,Counselling psychologist,6/10/1968,36.366507,-89.559427,0
fraud_Weimann-Lockman,kids_pets,96.19,F,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,19/08/1945,41.264839,-89.537983,0
fraud_Runte-Mohr,food_dining,74.93,F,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",22/09/1972,32.811948,-117.597983,0
"fraud_Dare, Fritsch and Zboncak",health_fitness,133.84,M,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,13/02/1987,24.630585,-80.806677,0
"fraud_Kihn, Brakus and Goyette",personal_care,68.79,M,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,25/07/1955,40.754358,-84.74907,0
fraud_Medhurst PLC,shopping_net,118.21,F,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,2/9/1985,36.46674,-78.785534,0
fraud_Waelchi Inc,kids_pets,64.36,F,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,12/6/1957,47.57809,-117.293211,0
fraud_Quitzon-Goyette,home,16.02,M,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",7/7/1975,38.897742,-79.366165,0
fraud_Schumm PLC,shopping_net,1199.45,F,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,8/2/1983,34.622777,-77.827863,0
fraud_O'Keefe-Wisoky,food_dining,7.44,F,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,30/08/1946,39.656974,-81.869361,0
fraud_Dickinson Ltd,personal_care,30.09,F,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",2/6/1975,40.875589,-87.326088,0
"fraud_Little, Gutmann and Lynch",shopping_net,28.94,F,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,22/09/1997,41.990632,-79.263948,0
fraud_Schaefer Ltd,kids_pets,185.27,F,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",23/05/1953,44.94133,-72.776396,0
fraud_Ankunding LLC,shopping_net,4.74,F,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1/9/1999,41.054447,-73.397034,0
fraud_Schoen-Quigley,kids_pets,85.39,F,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",16/12/1977,30.294573,-91.095702,0
fraud_Leffler-Goldner,personal_care,8.04,M,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,"Conservator, furniture",30/10/1924,38.822123,-76.630036,0
fraud_Towne LLC,misc_pos,3.27,M,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",15/02/1988,30.913891,-89.899434,0
fraud_Schaefer Ltd,kids_pets,95.67,F,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,31/08/1985,37.587316,-93.356223,0
"fraud_O'Connell, Botsford and Hand",home,69.86,F,New Ellenton,SC,29809,33.413,-81.69,2206,Biomedical scientist,31/12/1986,34.071619,-81.220208,0
fraud_Schoen-Quigley,kids_pets,38.88,M,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",3/9/1951,29.903396,-90.938375,0
"fraud_Hills, Hegmann and Schaefer",health_fitness,30.13,F,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1/9/1999,39.757225,-74.168759,0
"fraud_Durgan, Gislason and Spencer",home,72.11,M,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary/administrator,26/10/1978,40.748806,-80.020684,0
"fraud_Hauck, Dietrich and Funk",kids_pets,70.54,F,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",13/06/1963,42.491626,-112.511975,0
"fraud_Lubowitz, Terry and Stracke",personal_care,23.23,F,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1/8/1984,42.096035,-109.177709,0
fraud_Erdman-Ebert,personal_care,51.05,M,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",3/4/1960,41.642272,-72.961369,0
fraud_Kub PLC,personal_care,97.73,F,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,31/07/1975,40.399461,-104.893892,0
"fraud_Lehner, Reichert and Mills",misc_pos,2.13,M,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,29/04/1993,41.326093,-74.999578,0
"fraud_Schiller, Blanda and Johnson",home,80.71,M,Premier,WV,24878,37.3752,-81.6539,337,Advice worker,17/10/1986,38.08284,-81.851367,0
fraud_Bins-Howell,personal_care,31.94,M,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,25/03/1965,39.746745,-75.181483,0
fraud_Kautzer and Sons,personal_care,4.5,F,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",5/8/1971,43.602776,-71.193631,0
"fraud_Turcotte, Batz and Buckridge",health_fitness,74.12,M,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,19/06/1992,33.937535,-101.727485,0
fraud_Will Ltd,food_dining,45.95,M,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",11/10/1975,45.528331,-85.948783,0
fraud_Gibson-Deckow,entertainment,187.1,F,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,29/08/1985,26.197333,-81.976019,0
fraud_Kihn Inc,shopping_pos,9.15,F,University,MS,38677,34.3396,-89.5736,4198,Curator,22/06/2001,34.050515,-89.005628,0
fraud_Treutel-King,travel,1.29,F,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,7/6/1966,48.472897,-96.572501,0
fraud_Romaguera Ltd,health_fitness,77.33,M,De Lancey,NY,13752,42.189,-74.9229,782,Chartered accountant,28/08/2000,41.79335,-74.149107,0
fraud_Kihn Inc,shopping_pos,5.53,F,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,19/10/1990,41.346225,-75.015359,0
fraud_Schmidt-Larkin,home,51.89,M,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,17/10/1995,29.444963,-98.571075,0
"fraud_Windler, Goodwin and Kovacek",home,49.78,M,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,8/12/1953,35.013372,-81.23403,0
fraud_Medhurst Inc,home,21.81,F,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,27/05/1950,38.876506,-94.460586,0
fraud_Breitenberg LLC,travel,8.54,M,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,20/01/1960,42.299024,-83.435877,0
fraud_Terry Ltd,home,174.77,F,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,19/08/1945,39.829193,-88.918803,0
"fraud_Runte, Green and Emard",health_fitness,113.53,F,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,13/06/1951,30.990542,-92.331269,0
fraud_Feil-Morar,health_fitness,44.11,F,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,29/02/1984,47.008606,-122.947605,0
fraud_Kilback and Sons,entertainment,49.49,M,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,4/6/1997,32.932743,-80.714156,0
"fraud_Watsica, Haag and Considine",shopping_pos,25.5,F,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,8/4/1993,34.30743,-91.964227,0
"fraud_Conroy, Balistreri and Gorczany",health_fitness,12.66,F,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",6/4/1964,44.158389,-122.847567,0
fraud_Schuppe LLC,entertainment,61.47,M,Conway,NH,3818,43.9742,-71.1503,3807,Surgeon,25/10/1999,44.356976,-70.550417,0
fraud_Renner Ltd,home,70.59,F,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,22/12/1969,33.838915,-118.103495,0
fraud_Cartwright PLC,kids_pets,111.57,F,Lithopolis,OH,43136,39.8013,-82.8125,460,"Lecturer, higher education",19/06/2004,40.706719,-82.083434,0
"fraud_Romaguera, Wehner and Tromp",kids_pets,79.56,F,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,23/11/1997,46.117649,-90.18511,0
fraud_McKenzie-Huels,food_dining,155.02,M,Spring Church,PA,15686,40.6153,-79.4545,972,Public relations account executive,23/10/1997,40.827382,-79.440972,0
fraud_Ernser-Lynch,food_dining,72.76,M,South Hero,VT,5486,44.64,-73.3113,1654,Transport planner,31/01/1991,44.317805,-72.821074,0
fraud_Renner Ltd,home,94.27,F,Unionville,MO,63565,40.4815,-92.9951,3805,"Investment banker, corporate",15/09/1950,39.495197,-92.625261,0
fraud_Dare-Marvin,entertainment,22.48,M,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,14/02/1961,40.649456,-91.853059,0
fraud_Gleason and Sons,kids_pets,64.96,F,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,20/11/1970,32.695932,-85.966237,0
"fraud_Runte, Green and Emard",health_fitness,52.44,M,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,30/07/1982,34.377103,-119.191051,0
"fraud_Welch, Rath and Koepp",entertainment,51.75,F,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,25/03/1988,40.049524,-92.471643,0
"fraud_Cole, Hills and Jewess",home,25.64,M,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,31/03/1985,38.078224,-90.54726,0
"fraud_Cole, Hills and Jewess",home,48.44,F,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",6/1/1960,40.532936,-88.285648,0
fraud_Gleason and Sons,kids_pets,155.28,M,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,31/03/1959,37.087503,-121.194012,0
fraud_Roob-Okuneva,health_fitness,5.22,F,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,11/9/1999,33.97825,-93.426367,0
fraud_Padberg-Sauer,home,81.57,M,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22/01/1978,44.383358,-88.749658,0
fraud_Gerhold LLC,home,15.87,M,Wittenberg,WI,54499,44.8232,-89.1665,3223,Senior tax professional/tax inspector,30/06/1954,45.051656,-89.608719,0
fraud_Botsford and Sons,home,76.02,M,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,3/9/1979,32.706896,-90.066216,0
fraud_Volkman-Predovic,shopping_net,119.15,M,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,31/05/1999,47.725933,-116.128542,0
fraud_Dare-Gibson,health_fitness,104.68,F,Kingsport,TN,37663,36.4715,-82.4834,87124,Warden/ranger,14/02/1987,37.336537,-82.499229,0
fraud_Rempel Inc,shopping_net,7.81,M,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,8/2/1989,33.841492,-86.611828,0
fraud_Breitenberg-Hermiston,kids_pets,61.85,F,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,12/4/1979,46.130831,-86.413224,0
fraud_Stark-Koss,home,80.03,M,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,25/07/1955,40.205207,-85.633849,0
"fraud_Feil, Hilpert and Koss",food_dining,10.62,M,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,9/10/1970,41.428817,-78.791182,0
fraud_Schuppe LLC,entertainment,51.43,F,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,30/11/1999,33.038175,-112.999152,0
fraud_Torphy-Kertzmann,health_fitness,39.54,F,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,15/09/1988,41.052295,-81.209189,0
"fraud_Runolfsdottir, Mueller and Hand",entertainment,24.64,M,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,21/01/1966,40.902598,-74.477744,0
"fraud_Torp, Muller and Borer",health_fitness,3.04,F,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,16/11/1949,34.303243,-80.187714,0
fraud_Abshire PLC,entertainment,17.44,F,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",26/12/1973,41.407162,-95.817404,0
fraud_Crona and Sons,kids_pets,169.09,M,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,14/01/1969,39.83194,-76.092179,0
fraud_O'Connell-Ullrich,home,127.97,F,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,18/11/1987,38.341784,-94.742768,0
fraud_Spencer-Runolfsson,misc_pos,35.45,F,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,18/11/1997,38.730568,-98.102164,0
fraud_Streich Ltd,home,66.84,F,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,19/10/1990,41.512745,-73.317596,0
fraud_Conroy-Emard,food_dining,11.18,M,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,1/1/1991,28.944803,-81.819858,0
fraud_Bernier and Sons,kids_pets,37.89,F,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",12/7/1926,32.494871,-81.523332,0
"fraud_Dare, Casper and Bartoletti",kids_pets,29.76,F,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1/9/1999,39.712232,-73.575595,0
fraud_Zboncak LLC,food_dining,76.83,F,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,14/11/1973,36.136522,-80.589657,0
fraud_Erdman-Durgan,health_fitness,3.19,F,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,5/4/1957,42.143827,-79.879829,0
fraud_Thiel Ltd,travel,3.88,M,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,16/08/1977,40.605317,-73.406205,0
fraud_Heathcote LLC,shopping_net,236.15,M,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",21/01/1979,33.831991,-85.328265,0
fraud_Eichmann-Kilback,home,106.86,M,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,21/12/1980,40.161309,-74.231936,0
fraud_Kutch-Ferry,home,4.02,F,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,10/12/1971,39.86747,-81.550062,0
"fraud_Gutmann, McLaughlin and Wiza",home,108.51,F,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,12/11/1970,32.912307,-98.099341,0
fraud_Medhurst PLC,shopping_net,34.11,M,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,13/06/2000,36.526588,-92.354156,0
fraud_Erdman-Ebert,personal_care,51.44,M,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",28/12/1974,41.554633,-82.407236,0
"fraud_Hoppe, Harris and Bednar",entertainment,8.09,M,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,18/12/1990,29.878219,-94.46177,0
fraud_Hammes-Beatty,kids_pets,20.89,M,Cord,AR,72524,35.8184,-91.3375,376,"Designer, ceramics/pottery",8/9/1938,35.945426,-92.221833,0
fraud_Jacobi and Sons,shopping_pos,7.59,M,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22/08/1997,43.375888,-70.075104,0
fraud_Jast and Sons,food_dining,6.58,M,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,5/7/2001,47.715413,-90.378726,0
"fraud_Streich, Rolfson and Wilderman",kids_pets,140.88,M,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,24/06/1966,36.487564,-97.845069,0
fraud_Gerhold LLC,home,18.02,M,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",3/12/1985,30.603846,-93.59103,0
fraud_Zboncak Ltd,food_dining,64.18,M,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,6/11/1984,44.02909,-90.00741,0
fraud_Lemke and Sons,travel,100.75,M,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,16/09/1967,38.328992,-80.294548,0
fraud_Kulas Group,health_fitness,44.91,F,Annapolis,MD,21405,39.0305,-76.5515,92106,"Accountant, chartered certified",28/05/1943,38.071244,-76.324485,0
fraud_Goldner-Lemke,entertainment,14.85,M,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,14/02/1984,40.205391,-78.910845,0
fraud_Predovic Inc,shopping_net,59.08,F,Kingsport,TN,37663,36.4715,-82.4834,87124,Warden/ranger,14/02/1987,35.600113,-81.519936,0
fraud_Howe Ltd,misc_pos,14.84,M,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18/07/1972,36.16208,-106.135057,0
fraud_Stoltenberg-Beatty,shopping_pos,16.5,F,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,4/5/1973,33.144224,-81.66561,0
fraud_Bode-Schuster,kids_pets,57.53,F,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,19/07/1974,41.227795,-74.698639,0
fraud_Bruen-Yost,misc_pos,7.66,F,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,4/5/1972,48.597926,-111.918758,0
fraud_Little Ltd,kids_pets,9.72,F,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,23/11/1990,30.752853,-104.028228,0
"fraud_Crist, Jakubowski and Littel",home,9.48,F,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,8/1/1970,34.38758,-86.005871,0
"fraud_Reichel, Bradtke and Blanda",travel,16.68,F,Corona,CA,92882,33.8419,-117.6043,233717,Wellsite geologist,22/05/1966,34.447356,-118.073953,0
fraud_Mayert Group,shopping_pos,13.13,F,Houston,TX,77026,29.7972,-95.3288,2906700,Animator,24/08/1983,29.513604,-95.923421,0
fraud_Towne LLC,misc_pos,5.7,F,Halstad,MN,56548,47.3551,-96.798,771,"Scientist, audiological",14/06/1972,48.295603,-96.503844,0
fraud_Morissette PLC,shopping_pos,5.58,F,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",16/12/1984,30.157555,-96.142207,0
"fraud_Reichert, Huels and Hoppe",shopping_net,9.8,F,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,30/12/2004,40.073568,-96.174485,0
"fraud_Crist, Jakubowski and Littel",home,55.95,F,Grand Bay,AL,36541,30.4983,-88.3282,15647,"Scientist, physiological",26/12/1957,30.232319,-87.60512,0
"fraud_Zemlak, Tillman and Cremin",personal_care,28.67,F,Montrose,NY,10548,41.2496,-73.9446,3487,Race relations officer,13/01/1960,41.647206,-74.906797,0
fraud_Hills-Witting,shopping_net,6.82,F,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,12/4/1979,45.386934,-86.244865,0
"fraud_Schaefer, Fay and Hilll",entertainment,102.43,F,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,18/07/1987,40.002326,-99.36784,0
"fraud_Hills, Hegmann and Schaefer",health_fitness,4.56,M,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,24/11/1994,41.157295,-85.219034,0
fraud_Shanahan-Lehner,personal_care,11.09,F,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",4/12/1995,45.822943,-92.858463,0
fraud_Feil-Morar,health_fitness,132.57,F,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",5/1/1972,30.826301,-87.818443,0
fraud_Berge-Ullrich,home,66.06,M,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",28/12/1974,41.968161,-82.300671,0
fraud_Bogisich-Weimann,kids_pets,73.52,F,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,10/3/1974,48.171411,-121.732777,0
fraud_Schmidt-Larkin,home,84.21,F,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,25/03/1988,40.120207,-92.491269,0
"fraud_Douglas, DuBuque and McKenzie",travel,2.4,F,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,3/7/1979,27.852817,-81.151943,0
fraud_Daugherty-Thompson,food_dining,34.63,M,Lohrville,IA,51453,42.2619,-94.5566,695,Administrator,15/07/1954,42.921813,-94.956066,0
fraud_Goyette-Herzog,travel,3.74,F,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,18/11/1997,37.256405,-96.776464,0
fraud_Keeling-Crist,misc_pos,15.37,F,Achille,OK,74720,33.8396,-96.3648,608,Seismic interpreter,27/05/1993,33.883242,-96.212609,0
"fraud_Walter, Hettinger and Kessler",personal_care,162.07,F,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,15/09/1988,41.560002,-82.357444,0
fraud_Kozey-McDermott,travel,2.91,M,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,25/05/1995,43.666893,-85.285981,0
fraud_Torphy-Kertzmann,health_fitness,20.79,M,Dadeville,AL,36853,32.8224,-85.7704,8269,Minerals surveyor,4/1/1977,32.933203,-85.792426,0
fraud_Ziemann-Waters,health_fitness,196.93,F,Dublin,PA,18917,40.375,-75.2045,2158,Transport planner,19/06/1961,39.50289,-74.598794,0
"fraud_Denesik, Powlowski and Pouros",home,80.28,M,Etlan,VA,22719,38.5095,-78.2638,395,Senior tax professional/tax inspector,7/1/1982,39.187674,-77.779086,0
"fraud_McDermott, Osinski and Morar",home,94.86,F,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,8/1/1970,33.786513,-85.662057,0
"fraud_Kilback, Nitzsche and Leffler",travel,2.29,F,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",29/05/1966,31.553201,-90.227159,0
fraud_Vandervort-Funk,grocery_pos,88.94,F,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",4/12/1995,44.996837,-93.055743,0
"fraud_Dare, Fritsch and Zboncak",health_fitness,77.28,M,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",20/06/1986,41.225848,-79.963819,0
fraud_Pouros-Haag,shopping_pos,3.04,M,Methuen,MA,1844,42.728,-71.181,47249,Market researcher,22/11/1980,43.253934,-70.610812,0
"fraud_Bahringer, Bergnaum and Quitzon",home,20.72,F,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,21/11/1976,37.860126,-77.776199,0
